0 0.0 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 0.0 0.0 0.0 0.0 4.8 0.0 0.0 0.0 0.0 0.0
10 0.0005 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.06499999 -0.065 -0.06499999 -0.06499973 -0.06491674 -0.06490936 -0.06499744 -0.06491307 -0.065 -0.06499742 -0.065 -0.06499998 -0.065 -0.06499997 -0.06499997 0.0 0.0 0.0 0.0 4.8 0.026399999999999996 0.026399999999999996 0.0 0.026399999999999996 0.0
20 0.001 -0.065 -0.065 -0.065 -0.065 -0.06499999 -0.065 -0.065 -0.06499999 -0.065 -0.065 -0.065 -0.065 -0.065 -0.06499986 -0.06499998 -0.06499978 -0.06499782 -0.06468788 -0.06464303 -0.0649791 -0.06444458 -0.06499999 -0.06496678 -0.065 -0.06499968 -0.06499998 -0.06499949 -0.0649996 0.0 0.0 0.0 0.0 4.8 0.04800000000000001 0.04800000000000001 0.0 0.04800000000000001 0.0
30 0.0015 -0.065 -0.06499999 -0.065 -0.065 -0.06499996 -0.06499998 -0.06499998 -0.06499995 -0.065 -0.065 -0.065 -0.06499999 -0.065 -0.06499949 -0.06499992 -0.06499914 -0.06499372 -0.0644461 -0.06433161 -0.06494782 -0.06339089 -0.06499989 -0.06485984 -0.06499999 -0.06499897 -0.06499989 -0.06499839 -0.06499872 0.0 0.0 0.0 0.0 4.8 0.07200000000000002 0.07200000000000002 0.0 0.07200000000000002 0.0
40 0.002 -0.065 -0.06499996 -0.065 -0.065 -0.06499989 -0.06499996 -0.06499993 -0.06499989 -0.065 -0.065 -0.065 -0.06499997 -0.06499999 -0.06499887 -0.06499979 -0.06499805 -0.0649876 -0.06424869 -0.06404085 -0.06491262 -0.06163089 -0.06499953 -0.06462164 -0.06499996 -0.06499793 -0.06499971 -0.06499692 -0.06499752 0.0 0.0 0.0 0.0 4.8 0.09600000000000003 0.09600000000000003 0.0 0.09600000000000003 0.0
50 0.0025 -0.06499999 -0.06499992 -0.065 -0.065 -0.06499976 -0.06499993 -0.06499986 -0.0649998 -0.06499999 -0.065 -0.065 -0.06499993 -0.06499999 -0.06499808 -0.06499959 -0.06499659 -0.06497812 -0.06410975 -0.06366346 -0.06478439 -0.0590953 -0.06499859 -0.06419905 -0.06499987 -0.0649965 -0.0649994 -0.06499532 -0.06499612 0.0 0.0 0.0 0.0 4.8 0.12239999999999995 0.12239999999999995 0.0 0.12239999999999995 0.0
60 0.003 -0.06499997 -0.06499986 -0.06499999 -0.06499999 -0.06499959 -0.06499988 -0.06499973 -0.06499967 -0.06499998 -0.065 -0.065 -0.06499986 -0.06499998 -0.06499687 -0.06499929 -0.06499461 -0.06490452 -0.06386491 -0.06283042 -0.06438791 -0.05574418 -0.06499658 -0.06354458 -0.06499961 -0.06499273 -0.0649989 -0.06499267 -0.06499316 0.0 0.0 0.0 0.0 4.8 0.14639999999999986 0.14639999999999986 0.0 0.14639999999999986 0.0
70 0.0035 -0.06499994 -0.06499975 -0.06499998 -0.06499999 -0.06499932 -0.06499979 -0.06499954 -0.06499945 -0.06499995 -0.065 -0.06499999 -0.06499973 -0.06499996 -0.06499484 -0.06499874 -0.06499176 -0.06478929 -0.06354302 -0.06179824 -0.06402211 -0.05156356 -0.06499281 -0.06261782 -0.06499905 -0.06498461 -0.06499787 -0.0649869 -0.06498678 0.0 0.0 0.0 0.0 4.8 0.17039999999999977 0.17039999999999977 0.0 0.17039999999999977 0.0
80 0.004 -0.06499988 -0.06499958 -0.06499996 -0.06499998 -0.06499892 -0.06499966 -0.06499925 -0.06499912 -0.0649999 -0.065 -0.06499999 -0.06499951 -0.06499993 -0.06499205 -0.06499786 -0.06498796 -0.06466363 -0.06325508 -0.0608226 -0.06379521 -0.04655716 -0.06498643 -0.06138645 -0.06499798 -0.06497311 -0.06499608 -0.06497831 -0.06497777 0.0 0.0 0.0 0.0 4.8 0.19439999999999968 0.19439999999999968 0.0 0.19439999999999968 0.0
90 0.0045 -0.06499979 -0.06499935 -0.06499992 -0.06499997 -0.06499837 -0.06499949 -0.06499885 -0.06499871 -0.06499983 -0.06499999 -0.06499998 -0.06499921 -0.06499989 -0.0649888 -0.06499665 -0.06498342 -0.06454361 -0.06304556 -0.06001063 -0.06368328 -0.04073612 -0.0649764 -0.05982573 -0.06499609 -0.06495993 -0.06499346 -0.06496827 -0.06496765 0.0 0.0 0.0 0.0 4.8 0.2183999999999996 0.2183999999999996 0.0 0.2183999999999996 0.0
